Unnamed: 0	date	air_hum	air_hum_min	air_hum_max	air_temp	air_temp_min	air_temp_max	pluvm	down_mildew	powdery_mildew	botrytis	erysiphe
0	1/1/2022	96.88328763564286	95.96218313622133	97.56980376462393	2.304510537615274	-0.40047547289578234	6.880485974909803	0.006060606	0	0	0	0
1	1/2/2022	94.71687693531969	86.34723729095889	97.6696150311031	3.6908079827720037	-1.9330794525575374	13.175264028872247	0.002898551	0	0	0	0
2	1/3/2022	98.22914737868219	95.94562236143331	97.8116758508657	2.0379057804688445	0.872032951595897	4.830831613673981	0.006451613	0	0	0	0
3	1/4/2022	97.94882558843064	98.23983990019364	98.70549679227598	3.7356891796332192	2.792243532115166	5.473126468496841	0.002898551	0	0	0	0
4	1/5/2022	87.5819138196778	69.85160799304428	98.82336760005532	10.015152423460512	4.161058102549017	15.8481234318956	0.268571429	0	0	0	0
5	1/6/2022	90.97544930034398	86.21633968110156	93.07912033465799	3.5540347171080953	0.9004452288966618	5.684416916424415	0.275362319	0	0	0	0
6	1/7/2022	85.43069842543764	72.76284189938065	90.55275222202208	2.8210319434755595	0.2146593120073588	7.130527173614641	0.0	0	0	0	0
7	1/8/2022	85.65327635740267	71.12176079594562	92.6259118050241	1.2809223044770548	-3.0952129272097135	7.0367382274505506	0.0	0	0	0	0
8	1/9/2022	91.15878756798372	87.26914987580628	93.18044391784211	0.4076151276719491	-2.464822846690986	1.7715122822291014	0.141538462	0	0	0	0
9	1/10/2022	79.18757012361282	70.69647445152245	92.31873215752121	3.3906845399934187	1.1682275708355434	5.573447255204729	0.034782609	0	0	0	0
10	1/11/2022	74.02086891267071	58.96059039440508	85.63763585961937	2.573543374221998	-2.082269552566679	8.558008213720239	0.0	0	0	0	0
11	1/12/2022	73.19865093396646	60.136165194035215	86.59565758807392	2.059698691568344	-2.9449118670118604	7.13508384398459	0.0	0	0	0	0
12	1/13/2022	72.07999440522593	51.54494671303826	81.76869068310162	1.4700653934176626	-1.6709599483203976	7.591028710271364	0.0	0	0	0	0
13	1/14/2022	63.710794260412264	41.88059093101167	85.1875732325148	4.206509131882459	-0.2120389409136323	12.634197486485995	0.0	0	0	0	0
14	1/15/2022	77.91098149251894	54.10297695521733	88.36078800349522	5.102778971851128	0.19209175321268424	13.366018515394131	0.0	0	0	0	0
15	1/16/2022	80.41070672383647	60.874280614634834	89.20908208676255	4.3195218104096185	-0.47366020861928426	11.881521621337352	0.0	0	0	0	0
16	1/17/2022	77.35147058398937	52.96371985054139	91.1632271008525	5.153358486893354	-1.1706368459172138	14.221257994785907	0.0	0	0	0	0
17	1/18/2022	86.38079197964619	68.50031507465492	94.27132218465535	1.3954002241045	-3.05460196554866	5.941626985339821	0.0	0	0	0	0
18	1/19/2022	92.8307166745445	87.84295597850178	94.7390672866185	0.42985062383251726	-3.2774674030356405	6.844130364622912	0.003030303	0	0	0	0
19	1/20/2022	93.15787992831835	88.50588899473159	95.11182455880859	3.295383196672618	0.14137144349805056	7.184278135023894	0.009375	0	0	0	0
20	1/21/2022	89.03533698484223	82.60932645000952	93.51865515023214	2.988250639324047	-0.8624588834742775	6.3554432630328614	0.0	0	0	0	0
21	1/22/2022	78.65594235892725	51.14300544544606	91.0183445672771	2.6775156413636516	-4.119056422095787	11.714000576151394	0.0	0	0	0	0
22	1/23/2022	83.90508652827528	73.37490275255138	91.42657890934794	1.0113620181916283	-3.7184295400208995	8.011398205652238	0.0	0	0	0	0
23	1/24/2022	87.38378859429203	73.75400645804356	92.39080552197086	1.3104903931456133	-4.017952443227577	7.432373856910118	0.0	0	0	0	0
24	1/25/2022	89.03802351896914	76.52869702004308	93.92935054841521	2.0365476444798003	-2.72951943526467	7.012043587073115	0.0	0	0	0	0
25	1/26/2022	89.11528833526032	81.17531252330528	94.24185219233694	3.2548441032000737	-0.5156388557350611	7.871253396040574	0.002941176	0	0	0	0
26	1/27/2022	91.32762216909852	87.35235144827045	94.75686066813815	3.8945364985004285	2.444247073107232	4.134114696258215	0.0	0	0	0	0
27	1/28/2022	91.76861026187919	81.30448380109718	96.29641420904522	3.469374760935852	-0.768799294693003	9.944374782851822	0.002941176	0	0	0	0
28	1/29/2022	73.85339527091794	45.00790513691908	91.79896049521818	4.300359771641686	-3.35474849128894	14.29502699929249	0.0	0	0	0	0
29	1/30/2022	78.56869215848839	58.42799100352699	89.49808453452674	5.406430117784607	-0.09931663571139904	14.029362254634906	0.0	0	0	0	0
30	1/31/2022	88.78984549935502	82.01680324412376	92.65339204358536	2.051860325674781	-1.3890064735703485	6.738220691094318	0.002941176	0	0	0	0
31	2/1/2022	40.26947747183608	26.300088551327413	84.37971466603383	8.43214773945875	3.549430834427761	14.717308839055294	0.0	0	0	0	0
32	2/2/2022	55.88779249112594	38.72531180676032	71.00779935913097	7.727853940373091	-0.9002905585480806	15.781667949792029	0.0	0	0	0	0
33	2/3/2022	65.59472547241074	49.640206880288716	80.8857804566718	7.138359742246871	0.9619203502485699	13.550358181394774	0.0	0	0	0	0
34	2/4/2022	84.3558145725006	78.57498102024364	90.48588142338588	6.422433228949821	2.7300592929455134	10.121342913185602	0.0	0	0	0	0
35	2/5/2022	86.67980202039931	78.920643409267	92.27967697080642	6.870277983924487	3.164459960722898	11.613531362623906	0.0	0	0	0	0
36	2/6/2022	88.78061796168197	82.0426897435278	92.82140958882856	5.794503238732286	2.9611079877030795	9.299609094188023	0.0	0	0	0	0
37	2/7/2022	63.135091875037425	28.4082929696973	94.39631306415978	8.140442807650551	0.9883587221584146	13.696349233968501	0.002816901	0	0	0	0
38	2/8/2022	42.95123279144834	23.7040855362996	67.66890797359463	6.567659431260183	0.4408416634003019	15.818058378127654	0.0	0	0	0	0
39	2/9/2022	66.1806091569551	43.65038042174185	85.52653371150333	7.477947219423878	-0.8719648608244142	17.297553160187874	0.0	0	0	0	0
40	2/10/2022	70.95127832221519	46.96061908931501	86.12161699568658	8.310285073748197	1.8671539749382648	17.37341521027501	0.0	0	0	0	0
41	2/11/2022	65.52501523640882	47.70181331648595	83.30449180444	9.135172549259952	-0.08622694003968075	15.920248448662338	0.0	0	0	0	0
42	2/12/2022	78.21684031142085	59.57741676471012	89.71434139541793	6.5096646426714155	1.5704282804544751	11.31447722960025	0.014492754	0	0	0	0
43	2/13/2022	75.04597293926035	56.118103229616864	83.5950176716848	4.378641046688721	-0.9036607032064192	10.323509106858996	0.0	0	0	0	0
44	2/14/2022	83.96348227686325	74.84375880635069	90.41464599195942	3.7074500942161404	1.1754724598343818	6.357008994131731	0.011764706	0	0	0	0
45	2/15/2022	89.70174706939808	85.99335781855997	92.46935611154431	4.618691186842928	3.8634378255681296	5.464127283003592	0.055384615	0	0	0	0
46	2/16/2022	85.31736511999232	72.21590568515677	92.7875622861616	6.737973156570833	2.561617585815518	11.883906457574668	0.0	0	0	0	0
47	2/17/2022	83.98858299573473	61.11094949304282	93.36733436104144	6.117038433273617	0.5768958292121731	14.044040491981075	0.002857143	0	0	0	0
48	2/18/2022	92.69652708523789	90.42332745666081	94.36243116405282	5.820219563972846	0.8519339218226514	8.784951963668721	0.002985075	0	0	0	0
49	2/19/2022	89.4602232369598	79.28427539619337	94.71406713330018	8.01122672962323	2.718690203818453	12.670013187372431	0.003076923	0	0	0	0
50	2/20/2022	83.1339524407763	64.75745845253152	93.38746896664587	10.192240291968323	4.710240249666139	16.588418823707492	0.008695652	0	0	0	0
51	2/21/2022	64.78868094234909	54.098721953793095	81.11095474728226	11.440909698653812	2.665493476700371	16.291709417901306	0.019444444	0	0	0	0
52	2/22/2022	50.02443563547606	29.90459795774921	80.13060770724334	8.929670332196718	0.5132854790519962	16.248146727588413	0.0	0	0	0	0
53	2/23/2022	53.088059922222996	34.11971122506445	74.91784975633448	8.834386290227137	0.933168523129841	17.863140399459564	0.0	0	0	0	0
54	2/24/2022	68.11412306469774	51.81511983950978	82.51176486167684	7.897706185386187	0.2668708520667483	14.527371052475363	0.0	0	0	0	0
55	2/25/2022	73.66400081413961	55.47934583189195	86.60281063403305	9.12497394374453	3.130939623280087	15.861034446951685	0.208450704	0	0	0	0
56	2/26/2022	70.30765477292593	46.09982106808824	87.55789844205384	6.336560724457463	2.5587858670289023	10.921925685702073	0.130434783	0	0	0	0
57	2/27/2022	60.02765790553796	44.43668593924853	77.78897151068067	5.8425537392841855	0.31620137447917906	9.190525713181882	0.0	0	0	0	0
58	2/28/2022	65.79783983652905	44.3365268411712	84.32064653445799	5.960303108557574	0.8835482328359903	11.828391535612623	0.0	0	0	0	0
59	3/1/2022	58.54185481337476	42.028828605497594	71.37413024876297	4.648971949955497	0.025385870751153783	9.559010665715206	0.0	0	0	0	0
60	3/2/2022	55.50223460881116	33.208024899093246	72.29471911955036	5.026224250412484	-0.3238230075303329	13.148113206137348	0.0	0	0	0	0
61	3/3/2022	58.660586662389115	35.06246045630269	79.65296715250041	7.134466995614775	1.6117530316030633	14.481836313980299	0.0	0	0	0	0
62	3/4/2022	73.17337142687826	47.02974556836874	86.71018114469653	6.630676337332546	1.083306752199571	11.617165666982094	0.01971831	0	0	0	0
63	3/5/2022	69.50990948598584	43.59737656739584	88.63261602693412	3.1412764282382577	-2.038176274313389	8.426037237035482	0.0	0	0	0	0
