Unnamed: 0	date	air_hum	air_hum_min	air_hum_max	air_temp	air_temp_min	air_temp_max	pluvm	down_mildew	powdery_mildew	botrytis	erysiphe
0	1/1/2023	92.00884582392659	84.4805684557946	94.84768745271501	8.129120998200968	4.6062194909544685	12.076423142173564	0.003076923	0	0	0	0
1	1/2/2023	95.82896428137792	93.61055995428818	96.73530173367563	8.22271606408988	7.125854340153888	8.443576959526228	0.0	0	0	0	0
2	1/3/2023	96.77827890211215	96.85341169130676	97.68759310548481	7.437420198160873	6.389119916252119	8.437243565896384	0.003225806	0	0	0	0
3	1/4/2023	95.59991717772066	91.80454104655158	96.96762410446689	8.728351520927928	6.957988800278317	10.843046072583808	0.0	0	0	0	0
4	1/5/2023	95.44759759265716	93.80469058859649	96.74712620266156	7.609055556169841	5.72084455563599	9.493094851472312	0.0	0	0	0	0
5	1/6/2023	96.1085776020249	92.61095236086999	97.41291608250054	7.364729061389911	3.987594838316353	9.85925251599418	0.006896552	0	0	0	0
6	1/7/2023	92.02985692504188	87.7531482184933	96.29974181872328	8.68091113787533	6.719206582470362	11.57142085534563	0.0	0	0	0	0
7	1/8/2023	82.70780635120283	68.34779126223945	96.02098276972538	11.2218941491805	5.815950600705149	15.28093540326716	0.003174603	0	0	0	0
8	1/9/2023	87.27902377137974	79.19439416217654	91.35077096842438	8.447170796079122	3.2287934237555014	13.542787243924177	0.035820896	0	0	0	0
9	1/10/2023	62.28873794418526	36.182433503135066	91.65765923481422	8.161643016110729	1.4360925412173595	14.586498236134325	0.0	0	0	0	0
10	1/11/2023	62.14629127576923	43.27216430013748	81.62524046364301	5.343474524400081	2.6636596241110797	12.107125061661028	0.0	0	0	0	0
11	1/12/2023	74.71895310709456	56.948508340428795	84.85214754033503	6.880735772495243	2.464941169497938	12.923366061894942	0.0	0	0	0	0
12	1/13/2023	83.8845345061021	75.72711975129651	90.4506780361054	4.475545219525371	1.8232824458067596	9.893675545735084	0.0	0	0	0	0
13	1/14/2023	85.36019709921028	68.87556277360179	92.81973419003027	5.3380675705177625	1.1320628943669546	13.084203342173284	0.005882353	0	0	0	0
14	1/15/2023	92.30489785103806	90.47022724284315	93.69490094345203	4.904808342123967	0.78685292708601	7.74496166343555	0.023880597	0	0	0	0
15	1/16/2023	85.22522044980091	66.43900840547914	94.97812690746707	6.796290300206134	2.7175634121072423	13.245978163753897	0.047619048	0	0	0	0
16	1/17/2023	91.43395364277916	80.6315455154213	94.34519526999529	4.827151398927778	3.951719720958918	5.911366227178598	0.0625	0	0	0	0
17	1/18/2023	91.65581596883386	84.34681020399388	93.8405997568935	4.974670614258872	2.8355092355871796	8.085715912497582	0.239344262	0	0	0	0
18	1/19/2023	89.25535548495809	72.3643741251592	94.5288828383655	4.133167295434023	0.9503329239184789	10.109386382742068	0.16969697	0	0	0	0
19	1/20/2023	87.32960533326208	79.75654896646654	91.66515984326865	2.8790796996412924	0.7861765321980974	4.880475786798405	0.14084507	0	0	0	0
20	1/21/2023	71.28704260576473	59.026517318269676	81.79895582726152	3.466675873726341	0.5589438384858973	5.045287604256809	0.0	0	0	0	0
21	1/22/2023	85.80671999944907	80.5466148198818	90.1096110090128	4.512599342237552	2.9497418405189215	6.4179976867235595	0.182089552	0	0	0	0
22	1/23/2023	87.78816475295562	81.23046843205215	90.6914949940052	3.714597577562093	1.127000352534214	9.429782490757033	0.011594203	0	0	0	0
23	1/24/2023	86.14915392004106	81.64346861593665	89.59835108810682	6.065392353929189	1.388468382440358	9.99911704297976	0.0	0	0	0	0
