Unnamed: 0	date	air_hum	air_hum_min	air_hum_max	air_temp	air_temp_min	air_temp_max	pluvm	down_mildew	powdery_mildew	botrytis	erysiphe
3547	1/1/2021	71.66608788219511	51.675910890608904	85.37320628899211	16.768343579992056	12.190274846280525	16.51294845662964	0.00321506	0	0	0	0
1418	1/1/2021	80.00387148846458	56.045054051725494	94.49708664439133	15.409003794088362	11.076599164693281	23.55019229361912	4.452e-06	0	0	0	0
1953	1/1/2021	66.17300412133173	48.193891324255354	88.69250543454329	8.868308658854712	2.12097167269283	15.08448382768064	0.000166446	0	0	0	0
4559	1/1/2021	75.32643422524713	60.29969189659297	87.82542977147244	9.024932993270795	3.2031941788312883	14.88718685478843	0.000648122	0	0	0	0
1677	1/1/2022	88.38296068154087	64.73034976565403	96.44109166550521	6.42951940455679	-0.6089263058407972	10.031034784750528	0.000351063	0	0	0	0
2431	1/1/2022	46.66074941299855	29.026451772146228	69.67080490971433	24.2158116456361	16.758038857513853	32.96482769370794	0.015573938	0	1	0	0
3847	1/1/2022	54.01060412175158	30.791752443801055	79.84983518651158	19.11091666094673	8.117047692072513	28.835092786537224	0.001052094	0	0	0	0
4270	1/1/2022	58.6295376455491	25.615554730593903	85.3127254810013	25.577967151375873	17.238378135768826	35.85374150790029	0.001098005	0	0	0	0
5121	1/1/2023	71.72247473744578	48.043286254043544	87.24691364459292	13.679673754558427	9.586947404271157	18.072825304948143	0.002780557	0	0	0	0
1256	1/1/2023	86.90364827678172	68.2960486269506	92.83781888675546	14.507315147221467	10.640519434479454	18.862012362999895	0.004096039	0	0	0	0
415	1/1/2023	81.19867321144574	58.83172021970526	91.4534587368699	6.916024149271412	4.95407525253174	11.782440549940382	6.4778e-05	0	1	0	0
2818	1/1/2023	93.20248444323087	74.27210060233523	97.23443653894773	9.503769205030634	5.974550754492101	14.336295421503408	0.120603497	1	0	0	0
2342	1/1/2023	74.69073846243298	50.177937228046794	91.78722534023659	8.708632140241422	1.3217898414550544	18.17438097769122	0.0	0	0	0	0
5299	1/1/2023	80.07016136265922	63.52351620538461	92.55150051596468	3.1952904852655664	-1.172413851577831	8.055794999906066	0.058883565	0	0	0	0
3396	1/1/2024	79.04853083191983	70.4236365282431	89.58647135469525	18.86968880892335	13.373138892660759	27.075407963044704	0.000625534	0	0	1	0
3477	1/1/2024	58.27095280869388	35.409503081796174	78.57634417735665	28.46214950476054	20.51311854879874	37.5066891791948	0.000167249	0	0	0	0
1726	1/1/2024	68.54827950317033	50.17147526530435	91.56840984932029	22.069572306320765	15.46804804888932	29.768212280768527	0.003379597	0	0	0	0
